Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
History,⚔️ Guerras Mundiales,⚔️,8,Connoisseur,Espionaje y Criptografía,"Enigma, Turing, agentes dobles",350,🥇 Gold Badge
History,⚔️ Guerras Mundiales,⚔️,9,Expert,Nüremberg y Justicia,"Juicios, derecho internacional",500,
History,⚔️ Guerras Mundiales,⚔️,10,Expert,Lecciones para el Siglo XXI,"Paralelos, prevención, memoria",500,💎 Diamond Badge
Humanities,🏗️ Arquitectura Mundial,🏗️,1,Explorer,Pirámides y Templos,"Egipto, Grecia, Angkor Wat",100,
Humanities,🏗️ Arquitectura Mundial,🏗️,2,Explorer,Roma y sus Monumentos,"Coliseo, acueductos, Panteón",100,
Humanities,🏗️ Arquitectura Mundial,🏗️,3,Explorer,Catedrales Góticas,"Notre-Dame, vitrales, arbotantes",100,🥉 Bronze Badge
Humanities,🏗️ Arquitectura Mundial,🏗️,4,Apprentice,Renacimiento y Barroco,"Brunelleschi, Bernini, Versalles",200,
Humanities,🏗️ Arquitectura Mundial,🏗️,5,Apprentice,Rascacielos y Acero,"Chicago, Empire State, ingeniería",200,
Humanities,🏗️ Arquitectura Mundial,🏗️,6,Apprentice,Bauhaus y Modernismo,"Le Corbusier, Mies van der Rohe",200,🥈 Silver Badge
Humanities,🏗️ Arquitectura Mundial,🏗️,7,Connoisseur,Arquitectura Sostenible,"Edificios verdes, pasivos, biomimética",350,
Humanities,🏗️ Arquitectura Mundial,🏗️,8,Connoisseur,Megaestructuras,"Burj Khalifa, presas, puentes",350,🥇 Gold Badge
Humanities,🏗️ Arquitectura Mundial,🏗️,9,Expert,Ciudades del Futuro,"NEOM, ciudades flotantes, smart cities",500,
Humanities,🏗️ Arquitectura Mundial,🏗️,10,Expert,Arquitectura Extraterrestre,"Hábitats en Marte, impresión 3D lunar",500,💎 Diamond Badge
Nature,🤿 Océano y Exploración Submarina,🤿,1,Explorer,Cartografía del Fondo Marino,"Dorsales, fosas, relieve submarino",100,
Nature,🤿 Océano y Exploración Submarina,🤿,2,Explorer,Naufragios Legendarios,"Titanic, galeones, tesoros",100,
Nature,🤿 Océano y Exploración Submarina,🤿,3,Explorer,Submarinos: Historia,"Nautilus, U-boats, nucleares",100,🥉 Bronze Badge
Nature,🤿 Océano y Exploración Submarina,🤿,4,Apprentice,Fuentes Hidrotermales,"Vida sin sol, quimiosíntesis",200,
Nature,🤿 Océano y Exploración Submarina,🤿,5,Apprentice,Ciudades Hundidas,"Dwarka, Port Royal, misterios",200,
Nature,🤿 Océano y Exploración Submarina,🤿,6,Apprentice,Tecnología de Buceo,"Saturación, ROVs, AUVs",200,🥈 Silver Badge
Nature,🤿 Océano y Exploración Submarina,🤿,7,Connoisseur,Minería Submarina,"Recursos, nódulos, controversia",350,
Nature,🤿 Océano y Exploración Submarina,🤿,8,Connoisseur,Acústica Submarina,"Sonar, comunicación cetácea",350,🥇 Gold Badge
Nature,🤿 Océano y Exploración Submarina,🤿,9,Expert,Bases Submarinas,"Hábitats sumergidos, Aquarius",500,
Nature,🤿 Océano y Exploración Submarina,🤿,10,Expert,Colonización Oceánica,Ciudades submarinas del futuro,500,💎 Diamond Badge
Technology,💻 Civilización Digital,💻,1,Explorer,De ARPANET a Internet,"Nacimiento de la red, WWW",100,
Technology,💻 Civilización Digital,💻,2,Explorer,Redes Sociales,"Facebook, Twitter, impacto social",100,
Technology,💻 Civilización Digital,💻,3,Explorer,Smartphones y Apps,"iPhone, ecosistema móvil",100,🥉 Bronze Badge
Technology,💻 Civilización Digital,💻,4,Apprentice,Big Data,"Datos masivos, análisis, valor",200,
Technology,💻 Civilización Digital,💻,5,Apprentice,Cloud Computing,"La nube, servicios, infraestructura",200,
Technology,💻 Civilización Digital,💻,6,Apprentice,Realidad Virtual y Aumentada,"Metaverso, aplicaciones, inmersión",200,🥈 Silver Badge
Technology,💻 Civilización Digital,💻,7,Connoisseur,Internet de las Cosas,"Dispositivos conectados, smart homes",350,
Technology,💻 Civilización Digital,💻,8,Connoisseur,Computación Cuántica,"Qubits, supremacía, aplicaciones",350,🥇 Gold Badge
Technology,💻 Civilización Digital,💻,9,Expert,Singularidad Tecnológica,"Exponencialidad, transhumanismo",500,
Technology,💻 Civilización Digital,💻,10,Expert,Ética Digital,"Privacidad, algoritmos, democracia",500,💎 Diamond Badge
Science,🦕 Dinosaurios y Paleontología,🦕,1,Explorer,Los Primeros Fósiles,"Qué son, cómo se forman",100,
Science,🦕 Dinosaurios y Paleontología,🦕,2,Explorer,Era Mesozoica,"Triásico, Jurásico, Cretácico",100,
Science,🦕 Dinosaurios y Paleontología,🦕,3,Explorer,Los Grandes Dinosaurios,"T-Rex, Diplodocus, Triceratops",100,🥉 Bronze Badge
Science,🦕 Dinosaurios y Paleontología,🦕,4,Apprentice,Depredadores vs Herbívoros,"Estrategias, armas naturales",200,
Science,🦕 Dinosaurios y Paleontología,🦕,5,Apprentice,Pterosaurios y Reptiles Marinos,Cielo y mar prehistóricos,200,
Science,🦕 Dinosaurios y Paleontología,🦕,6,Apprentice,La Gran Extinción,"Asteroide Chicxulub, invierno nuclear",200,🥈 Silver Badge
Science,🦕 Dinosaurios y Paleontología,🦕,7,Connoisseur,Plumas y Evolución Aviar,"Dinosaurios con plumas, aves modernas",350,
Science,🦕 Dinosaurios y Paleontología,🦕,8,Connoisseur,Paleontología de Campo,"Excavaciones, técnicas, descubrimientos",350,🥇 Gold Badge
Science,🦕 Dinosaurios y Paleontología,🦕,9,Expert,ADN Antiguo,¿Clonar un dinosaurio? Límites reales,500,
Science,🦕 Dinosaurios y Paleontología,🦕,10,Expert,Mundos Perdidos,"Otros planetas, vida prehistórica remota",500,💎 Diamond Badge
Society,👑 Liderazgo y Estrategia,👑,1,Explorer,¿Qué Hace a un Líder?,"Cualidades, tipos de liderazgo",100,
Society,👑 Liderazgo y Estrategia,👑,2,Explorer,Líderes de la Historia,"Alejandro, Napoleón, Mandela",100,
Society,👑 Liderazgo y Estrategia,👑,3,Explorer,El Arte de la Guerra,"Sun Tzu, estrategia milenaria",100,🥉 Bronze Badge
Society,👑 Liderazgo y Estrategia,👑,4,Apprentice,Liderazgo Empresarial,"Steve Jobs, Elon Musk, Bezos",200,
Society,👑 Liderazgo y Estrategia,👑,5,Apprentice,Negociación y Persuasión,"Harvard method, influencia",200,
Society,👑 Liderazgo y Estrategia,👑,6,Apprentice,Gestión de Crisis,"Decisiones bajo presión, casos reales",200,🥈 Silver Badge
Society,👑 Liderazgo y Estrategia,👑,7,Connoisseur,Inteligencia Emocional,"Empatía, autocontrol, Goleman",350,
Society,👑 Liderazgo y Estrategia,👑,8,Connoisseur,Cultura Organizacional,"Valores, innovación, equipos",350,🥇 Gold Badge
Society,👑 Liderazgo y Estrategia,👑,9,Expert,Liderazgo en la Era IA,"Adaptación, humano+máquina",500,
Society,👑 Liderazgo y Estrategia,👑,10,Expert,Tu Estrategia Personal,Diseñar tu propio camino de liderazgo,500,💎 Diamond Badge
Humanities,🏺 Antropología Cultural,🏺,1,Explorer,¿Qué es la Cultura?,"Definiciones, diversidad humana",100,
Humanities,🏺 Antropología Cultural,🏺,2,Explorer,Tribus y Civilizaciones,De nómadas a imperios,100,
Humanities,🏺 Antropología Cultural,🏺,3,Explorer,Rituales y Tradiciones,"Ceremonias, ritos de paso",100,🥉 Bronze Badge
Humanities,🏺 Antropología Cultural,🏺,4,Apprentice,Lenguas del Mundo,"Familias lingüísticas, extinción",200,
Humanities,🏺 Antropología Cultural,🏺,5,Apprentice,Religiones Comparadas,"Cristianismo, Islam, Budismo, Hinduismo",200,
Humanities,🏺 Antropología Cultural,🏺,6,Apprentice,Gastronomía y Cultura,"Cocina como identidad, tabúes",200,🥈 Silver Badge
Humanities,🏺 Antropología Cultural,🏺,7,Connoisseur,Globalización Cultural,"Homogeneización, resistencia, fusión",350,
Humanities,🏺 Antropología Cultural,🏺,8,Connoisseur,Pueblos Indígenas,"Conocimiento ancestral, derechos",350,🥇 Gold Badge
Humanities,🏺 Antropología Cultural,🏺,9,Expert,Antropología Digital,"Culturas online, identidad virtual",500,
Humanities,🏺 Antropología Cultural,🏺,10,Expert,El Futuro de la Humanidad,"Convergencia cultural, diversidad",500,💎 Diamond Badge
Technology,⚡ Energía y Sostenibilidad,⚡,1,Explorer,Fuentes de Energía,"Fósiles, renovables, nuclear",100,
Technology,⚡ Energía y Sostenibilidad,⚡,2,Explorer,Electricidad: Cómo Funciona,"Generación, distribución, red eléctrica",100,
Technology,⚡ Energía y Sostenibilidad,⚡,3,Explorer,El Petróleo y su Historia,"Oro negro, OPEP, geopolítica",100,🥉 Bronze Badge
Technology,⚡ Energía y Sostenibilidad,⚡,4,Apprentice,Energía Solar,"Paneles, fotovoltaica, proyectos",200,
Technology,⚡ Energía y Sostenibilidad,⚡,5,Apprentice,Energía Eólica e Hídrica,"Turbinas, presas, mareas",200,
Technology,⚡ Energía y Sostenibilidad,⚡,6,Apprentice,Energía Nuclear Moderna,"Fisión, fusión, ITER",200,🥈 Silver Badge
Technology,⚡ Energía y Sostenibilidad,⚡,7,Connoisseur,Baterías y Almacenamiento,"Litio, hidrógeno, supercondensadores",350,
Technology,⚡ Energía y Sostenibilidad,⚡,8,Connoisseur,Transición Energética,"Abandono del carbón, políticas",350,🥇 Gold Badge
Technology,⚡ Energía y Sostenibilidad,⚡,9,Expert,Fusión Nuclear,El santo grial energético,500,
Technology,⚡ Energía y Sostenibilidad,⚡,10,Expert,Civilización Tipo I,"Escala Kardashov, futuro energético",500,💎 Diamond Badge
Nature,🔮 Misterios y Fenómenos,🔮,1,Explorer,Triángulo de las Bermudas,"Desapariciones, explicaciones",100,
Nature,🔮 Misterios y Fenómenos,🔮,2,Explorer,Enigmas Arqueológicos,"Stonehenge, Nazca, Moáis",100,
Nature,🔮 Misterios y Fenómenos,🔮,3,Explorer,Criaturas Misteriosas,"Nessie, Bigfoot, criptozoología",100,🥉 Bronze Badge
Nature,🔮 Misterios y Fenómenos,🔮,4,Apprentice,Fenómenos Atmosféricos,"Rayos en bola, auroras, sprites",200,
Nature,🔮 Misterios y Fenómenos,🔮,5,Apprentice,Civilizaciones Perdidas,"Atlántida, Lemuria, evidencias",200,
Nature,🔮 Misterios y Fenómenos,🔮,6,Apprentice,Fenómenos Paranormales,"Estudio científico, explicaciones",200,🥈 Silver Badge
Nature,🔮 Misterios y Fenómenos,🔮,7,Connoisseur,Misterios del Espacio,"Señal WOW, Oumuamua, FRBs",350,
Nature,🔮 Misterios y Fenómenos,🔮,8,Connoisseur,Código Voynich y Cifrados,Manuscritos sin descifrar,350,🥇 Gold Badge
Nature,🔮 Misterios y Fenómenos,🔮,9,Expert,Paradoja de Fermi,¿Dónde están todos? Soluciones,500,
Nature,🔮 Misterios y Fenómenos,🔮,10,Expert,Ciencia vs Misterio,"Pensamiento crítico, método científico",500,💎 Diamond Badge
Health,🧬 Microbiología y Virus,🧬,1,Explorer,El Mundo Invisible,"Microbios, bacterias, virus y hongos; qué son y dónde viven",100,
Health,🧬 Microbiología y Virus,🧬,2,Explorer,El Microscopio y los Descubrimientos,De Leeuwenhoek a la microbiología moderna,100,
Health,🧬 Microbiología y Virus,🧬,3,Explorer,Bacterias: Aliadas y Enemigas,"Flora intestinal, infecciones, antibióticos",100,🥉 Bronze Badge
Health,🧬 Microbiología y Virus,🧬,4,Apprentice,Virus: Cómo Infectan,"Estructura viral, ciclo lítico y lisogénico",200,
Health,🧬 Microbiología y Virus,🧬,5,Apprentice,El Sistema Inmune contra Microbios,"Barreras, células de defensa, anticuerpos",200,
Health,🧬 Microbiología y Virus,🧬,6,Apprentice,Vacunas: Historia y Funcionamiento,De la viruela al ARN mensajero,200,🥈 Silver Badge
Health,🧬 Microbiología y Virus,🧬,7,Connoisseur,Resistencia a Antibióticos,"Superbugs, uso abusivo, crisis sanitaria",350,
Health,🧬 Microbiología y Virus,🧬,8,Connoisseur,Pandemias Microbianas,"Peste, gripe española, COVID-19, patrones",350,🥇 Gold Badge
Health,🧬 Microbiología y Virus,🧬,9,Expert,Biotecnología Microbiana,"Uso de microbios en industria, medicina y medioambiente",500,
Health,🧬 Microbiología y Virus,🧬,10,Expert,Futuro de la Lucha contra Infecciones,"Nuevos antibióticos, fagoterapia, edición genética de virus",500,💎 Diamond Badge
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,1,Explorer,¿Qué es la Astrobiología?,"Definición, interdisciplinariedad, grandes preguntas",100,
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,2,Explorer,Ingredientes de la Vida,"Agua líquida, química del carbono, energía",100,
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,3,Explorer,Vida Extremófila en la Tierra,Organismos en condiciones extremas como modelo,100,🥉 Bronze Badge
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,4,Apprentice,Marte: El Vecino Sospechoso,"Historia del agua, misiones, signos de vida pasada",200,
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,5,Apprentice,Lunas Habitables,"Europa, Encélado, Titán y sus océanos",200,
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,6,Apprentice,Exoplanetas: Mundos Lejanos,Métodos de detección y zona habitable,200,🥈 Silver Badge
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,7,Connoisseur,Biofirmas y Tecnofirmas,Señales químicas y tecnológicas de vida avanzada,350,
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,8,Connoisseur,Programas de Búsqueda (SETI y otros),"Radiotelescopios, mensajes, proyectos globales",350,🥇 Gold Badge
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,9,Expert,Paradoja de Fermi y Soluciones,"¿Dónde están todos?, filtros grandes",500,
Science,🪐 Astrobiología y Búsqueda de Vida,🪐,10,Expert,El Futuro de la Vida en el Cosmos,"Terraformación, panspermia, humanidad multiplanetaria",500,💎 Diamond Badge
Science,☀️ Clima Espacial y Tormentas Solares,☀️,1,Explorer,El Sol: Nuestra Estrella,"Estructura solar, manchas, actividad",100,
Science,☀️ Clima Espacial y Tormentas Solares,☀️,2,Explorer,Viento Solar,"Partículas cargadas, campo magnético",100,
Science,☀️ Clima Espacial y Tormentas Solares,☀️,3,Explorer,Auroras Boreales y Australes,"Cómo se forman, dónde se ven",100,🥉 Bronze Badge
Science,☀️ Clima Espacial y Tormentas Solares,☀️,4,Apprentice,Tormentas Solares Históricas,Evento Carrington y otros casos,200,
Science,☀️ Clima Espacial y Tormentas Solares,☀️,5,Apprentice,Campo Magnético Terrestre,"Escudo natural, cinturones de Van Allen",200,
Science,☀️ Clima Espacial y Tormentas Solares,☀️,6,Apprentice,Clima Espacial y Satélites,Efectos sobre GPS y comunicaciones,200,🥈 Silver Badge
Science,☀️ Clima Espacial y Tormentas Solares,☀️,7,Connoisseur,Redes Eléctricas y Riesgo Global,Impacto en infraestructura,350,
Science,☀️ Clima Espacial y Tormentas Solares,☀️,8,Connoisseur,Monitorización y Predicción,"Sondas, observatorios solares, modelos",350,🥇 Gold Badge
Science,☀️ Clima Espacial y Tormentas Solares,☀️,9,Expert,Escenarios de Evento Extremo,Impacto económico y social,500,
Science,☀️ Clima Espacial y Tormentas Solares,☀️,10,Expert,Preparándonos para el Próximo Carrington,Mitigación y resiliencia,500,💎 Diamond Badge
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,1,Explorer,¿Qué es el Biohacking?,"Definiciones, tipos (DIYbio, cuantificado, nutracéuticos)",100,
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,2,Explorer,Autoexperimentos Históricos,Científicos que se probaron a sí mismos,100,
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,3,Explorer,Cuantificar el Cuerpo,"Wearables, tracking de sueño y actividad",100,🥉 Bronze Badge
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,4,Apprentice,Suplementos y Nutrición Avanzada,"Nootrópicos, dietas, controversias",200,
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,5,Apprentice,"Hábitos, Ritmos Circadianos y Rendimiento","Luces, horarios, cronobiología",200,
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,6,Apprentice,"Gimnasios, Fuerza y Longevidad",Entrenamiento como hackeo biológico,200,🥈 Silver Badge
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,7,Connoisseur,Implantes y Dispositivos en el Cuerpo,"Chips, marcapasos, sensores",350,
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,8,Connoisseur,Edición Genética Personal,"CRISPR, posibilidades y límites",350,🥇 Gold Badge
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,9,Expert,Ética y Legalidad del Biohacking,"Normativas, riesgos, desigualdad",500,
Health,🦾 Biohacking y Cuerpo Mejorado,🦾,10,Expert,El Futuro del Humano Mejorado,"Transhumanismo, integración IA-cuerpo",500,💎 Diamond Badge
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,1,Explorer,Cómo se Propagan las Enfermedades,"Contagio, vectores, cadenas de transmisión",100,
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,2,Explorer,"Brotes, Epidemias y Pandemias",Diferencias y ejemplos,100,
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,3,Explorer,Casos y Datos: Lo que Significan,"Incidencia, prevalencia, R0",100,🥉 Bronze Badge
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,4,Apprentice,Grandes Epidemias Históricas,"Peste negra, cólera, gripe española",200,
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,5,Apprentice,"VIH, Tuberculosis y Otros Retos",Enfermedades crónicas infecciosas,200,
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,6,Apprentice,COVID-19: Anatomía de una Pandemia,"Secuenciación, vacunas, confinamientos",200,🥈 Silver Badge
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,7,Connoisseur,Modelos Epidemiológicos,"Curvas, medidas no farmacológicas",350,
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,8,Connoisseur,Vacunación Masiva y Rebaño,"Inmunidad de grupo, campañas",350,🥇 Gold Badge
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,9,Expert,Enfermedades Emergentes y Zoonosis,"Cambio climático, nuevos patógenos",500,
Health,😷 Epidemiología y Enfermedades Infecciosas,😷,10,Expert,Preparación Global ante la Próxima Pandemia,"Vigilancia, cooperación internacional",500,💎 Diamond Badge
Technology,💾 Historia de la Computación,💾,1,Explorer,De Ábacos a Máquinas de Cálculo,Herramientas de cálculo antiguas,100,
Technology,💾 Historia de la Computación,💾,2,Explorer,Visionarios Pioneros,"Babbage, Ada Lovelace, Turing",100,
Technology,💾 Historia de la Computación,💾,3,Explorer,Ordenadores de Tubos y Tarjetas,"ENIAC, mainframes",100,🥉 Bronze Badge
Technology,💾 Historia de la Computación,💾,4,Apprentice,La Revolución del Microprocesador,"Intel, PCs, Apple",200,
Technology,💾 Historia de la Computación,💾,5,Apprentice,Internet y la Web,"ARPANET, HTTP, navegadores",200,
Technology,💾 Historia de la Computación,💾,6,Apprentice,"Portátiles, Smartphones y la Era Móvil","iPhone, Android",200,🥈 Silver Badge
Technology,💾 Historia de la Computación,💾,7,Connoisseur,Software Libre y Open Source,"Linux, proyectos colaborativos",350,
Technology,💾 Historia de la Computación,💾,8,Connoisseur,"Nubes, Contenedores y DevOps",Cómo se despliega hoy el software,350,🥇 Gold Badge
Technology,💾 Historia de la Computación,💾,9,Expert,Computación Cuántica y Más Allá,"Qubits, algoritmos",500,
Technology,💾 Historia de la Computación,💾,10,Expert,Futuro de la Computación,"Neuromórfica, IA integrada",500,💎 Diamond Badge
Technology,🎮 Videojuegos e Industria del Gaming,🎮,1,Explorer,Los Primeros Videojuegos,"Pong, arcades, Atari",100,
Technology,🎮 Videojuegos e Industria del Gaming,🎮,2,Explorer,Consolas y Guerra de Generaciones,"Nintendo, Sega, Sony, Microsoft",100,
Technology,🎮 Videojuegos e Industria del Gaming,🎮,3,Explorer,PC Gaming y Online,"DOOM, MMOs, primeros esports",100,🥉 Bronze Badge
Technology,🎮 Videojuegos e Industria del Gaming,🎮,4,Apprentice,Diseño de Juegos,"Mecánicas, loops, narrativa",200,
Technology,🎮 Videojuegos e Industria del Gaming,🎮,5,Apprentice,Esports y Competición Profesional,"Ligas, premios, entrenamientos",200,
Technology,🎮 Videojuegos e Industria del Gaming,🎮,6,Apprentice,Psicología del Juego y Gamificación,"Motivación, recompensas",200,🥈 Silver Badge
Technology,🎮 Videojuegos e Industria del Gaming,🎮,7,Connoisseur,Industria y Modelos de Negocio,"AAA, indie, free-to-play",350,
Technology,🎮 Videojuegos e Industria del Gaming,🎮,8,Connoisseur,Controversias del Gaming,"Adicción, violencia, loot boxes",350,🥇 Gold Badge
Technology,🎮 Videojuegos e Industria del Gaming,🎮,9,Expert,Juegos como Arte y Educación,"Juegos serios, experiencias inmersivas",500,
Technology,🎮 Videojuegos e Industria del Gaming,🎮,10,Expert,Futuro del Gaming,"VR/AR, cloud gaming",500,💎 Diamond Badge
Technology,₿ Criptoeconomía y DeFi,₿,1,Explorer,Origen de Bitcoin,"Satoshi, problema del doble gasto",100,
Technology,₿ Criptoeconomía y DeFi,₿,2,Explorer,¿Qué es Blockchain?,"Bloques, cadenas, consenso",100,
Technology,₿ Criptoeconomía y DeFi,₿,3,Explorer,Criptomonedas Principales,"BTC, ETH y otras",100,🥉 Bronze Badge
Technology,₿ Criptoeconomía y DeFi,₿,4,Apprentice,Smart Contracts,Programas que mueven dinero,200,
Technology,₿ Criptoeconomía y DeFi,₿,5,Apprentice,Exchanges y Wallets,Cómo se compra y guarda cripto,200,
Technology,₿ Criptoeconomía y DeFi,₿,6,Apprentice,Finanzas Descentralizadas (DeFi),"Préstamos, DEX, yield farming",200,🥈 Silver Badge
Technology,₿ Criptoeconomía y DeFi,₿,7,Connoisseur,"Estafas, Riesgos y Burbujas","Rug pulls, hacks, volatilidad",350,
Technology,₿ Criptoeconomía y DeFi,₿,8,Connoisseur,Regulación y Narrativas,"Gobiernos, adopción",350,🥇 Gold Badge
Technology,₿ Criptoeconomía y DeFi,₿,9,Expert,Cripto más allá del Dinero,"DAOs, identidad, NFTs útiles",500,
Technology,₿ Criptoeconomía y DeFi,₿,10,Expert,Escenarios Futuros de la Criptoeconomía,Infraestructura o nicho,500,💎 Diamond Badge
Technology,📊 Ciencia de Datos y Big Data,📊,1,Explorer,Dato: El Nuevo Petróleo,Qué es un dato y por qué vale,100,
Technology,📊 Ciencia de Datos y Big Data,📊,2,Explorer,Cómo se Recogen Datos,"Sensores, formularios, tracking",100,
Technology,📊 Ciencia de Datos y Big Data,📊,3,Explorer,Bases de Datos y Almacenes,"SQL, NoSQL, data lakes",100,🥉 Bronze Badge
Technology,📊 Ciencia de Datos y Big Data,📊,4,Apprentice,Analítica Descriptiva,"Dashboards, KPIs",200,
Technology,📊 Ciencia de Datos y Big Data,📊,5,Apprentice,Analítica Predictiva,Modelos y pronósticos,200,
Technology,📊 Ciencia de Datos y Big Data,📊,6,Apprentice,Analítica Prescriptiva,Recomendaciones automatizadas,200,🥈 Silver Badge
Technology,📊 Ciencia de Datos y Big Data,📊,7,Connoisseur,Big Data en la Vida Real,"Retail, salud, transporte",350,
Technology,📊 Ciencia de Datos y Big Data,📊,8,Connoisseur,"Privacidad, Sesgos y Ética",Dilemas y casos,350,🥇 Gold Badge
Technology,📊 Ciencia de Datos y Big Data,📊,9,Expert,Arquitecturas Modernas de Datos,"Batch, streaming, lakehouse",500,
Technology,📊 Ciencia de Datos y Big Data,📊,10,Expert,Hacia un Mundo Hiperpersonalizado,Riesgos y regulación,500,💎 Diamond Badge
Technology,📡 Tecnologías de Comunicación,📡,1,Explorer,Telégrafo y Teléfono,Primer salto de la voz a distancia,100,
Technology,📡 Tecnologías de Comunicación,📡,2,Explorer,Radio y Televisión,Llegada de los mass media,100,
Technology,📡 Tecnologías de Comunicación,📡,3,Explorer,Satélites y Comunicaciones Globales,"Órbitas, enlaces",100,🥉 Bronze Badge
Technology,📡 Tecnologías de Comunicación,📡,4,Apprentice,Internet y Protocolos Básicos,"TCP/IP, routers",200,
Technology,📡 Tecnologías de Comunicación,📡,5,Apprentice,Wi-Fi y Redes Domésticas,Cómo se conectan tus dispositivos,200,
Technology,📡 Tecnologías de Comunicación,📡,6,Apprentice,Redes Móviles: 1G a 4G,De voz analógica a datos,200,🥈 Silver Badge
Technology,📡 Tecnologías de Comunicación,📡,7,Connoisseur,5G y Futuras Generaciones,"Latencia baja, IoT",350,
Technology,📡 Tecnologías de Comunicación,📡,8,Connoisseur,Seguridad y Vigilancia en Redes,"Interceptación, cifrado",350,🥇 Gold Badge
Technology,📡 Tecnologías de Comunicación,📡,9,Expert,Infraestructura Crítica y Resiliencia,Qué pasa si cae la red,500,
Technology,📡 Tecnologías de Comunicación,📡,10,Expert,Comunicación del Futuro,"Redes cuánticas, espacio profundo",500,💎 Diamond Badge
Humanities,🎬 Historia del Cine y el Documental,🎬,1,Explorer,Nacimiento del Cine,"Lumière, Méliès y las primeras proyecciones",100,
Humanities,🎬 Historia del Cine y el Documental,🎬,2,Explorer,Hollywood Clásico,"Estudios, sistema de estrellas, cine mudo a sonoro",100,
Humanities,🎬 Historia del Cine y el Documental,🎬,3,Explorer,Nueva Ola y Cine de Autor,"Truffaut, Godard y otros movimientos",100,🥉 Bronze Badge
Humanities,🎬 Historia del Cine y el Documental,🎬,4,Apprentice,Origen del Documental,"Nanook, propaganda, cine etnográfico",200,
Humanities,🎬 Historia del Cine y el Documental,🎬,5,Apprentice,Estilos de Documental,"Observacional, participativo, ensayo",200,
Humanities,🎬 Historia del Cine y el Documental,🎬,6,Apprentice,Documental de Naturaleza y Ciencia,"BBC, National Geographic, formatos",200,🥈 Silver Badge
Humanities,🎬 Historia del Cine y el Documental,🎬,7,Connoisseur,Documental de Denuncia Social,Casos que cambiaron leyes y conciencias,350,
Humanities,🎬 Historia del Cine y el Documental,🎬,8,Connoisseur,Docuseries y Plataformas,"Streaming, true crime, formatos seriales",350,🥇 Gold Badge
Humanities,🎬 Historia del Cine y el Documental,🎬,9,Expert,Lenguaje y Ética del Documental,"Manipulación, puesta en escena, límites",500,
Humanities,🎬 Historia del Cine y el Documental,🎬,10,Expert,El Futuro del Documental con IA,"Producción automatizada, personalización",500,💎 Diamond Badge
Humanities,📚 Literatura Universal,📚,1,Explorer,"Mitos, Epopeyas y Textos Fundacionales","Gilgamesh, Ilíada, textos sagrados",100,
Humanities,📚 Literatura Universal,📚,2,Explorer,Teatro Clásico y Tragedia,"Sófocles, Shakespeare",100,
Humanities,📚 Literatura Universal,📚,3,Explorer,Novela Moderna,Del siglo XIX al realismo,100,🥉 Bronze Badge
Humanities,📚 Literatura Universal,📚,4,Apprentice,Realismo y Naturalismo,"Tolstói, Zola, Galdós",200,
Humanities,📚 Literatura Universal,📚,5,Apprentice,Vanguardias y Modernismo,"Joyce, Kafka, Proust",200,
Humanities,📚 Literatura Universal,📚,6,Apprentice,Literaturas no Occidentales,"Autores clave de Asia, África, Latinoamérica",200,🥈 Silver Badge
Humanities,📚 Literatura Universal,📚,7,Connoisseur,Boom Latinoamericano,"García Márquez, Cortázar, Vargas Llosa",350,
Humanities,📚 Literatura Universal,📚,8,Connoisseur,Literatura Contemporánea,"Posmodernidad, autoficción, nuevos formatos",350,🥇 Gold Badge
Humanities,📚 Literatura Universal,📚,9,Expert,Adaptaciones al Cine y la TV,Cómo cambian las historias,500,
Humanities,📚 Literatura Universal,📚,10,Expert,IA y Escritura del Futuro,"Modelos generativos, coautoría",500,💎 Diamond Badge
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,1,Explorer,Teatro Griego y Romano,"Tragedia, comedia, anfiteatros",100,
