Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Tecnologia,🦾 Robótica e Ingeniería,🦾,7,Intenditore,Prótesis y Exoesqueletos,"Bionics, manos robóticas, movilidad",350,
Tecnologia,🦾 Robótica e Ingeniería,🦾,8,Intenditore,Robótica Espacial,"Rovers, ISS, reparaciones en órbita",350,🥇 Distintivo d'Oro
Tecnologia,🦾 Robótica e Ingeniería,🦾,9,Esperto,Nanorobots,"Medicina microscópica, ensamblaje molecular",500,
Tecnologia,🦾 Robótica e Ingeniería,🦾,10,Esperto,Robots Conscientes,"IA embodied, derechos de robots, ética",500,💎 Distintivo di Diamante
Storia,⚔️ Guerras Mundiales,⚔️,1,Esploratore,Causas de la Gran Guerra,"Alianzas, imperialismo, Sarajevo",100,
Storia,⚔️ Guerras Mundiales,⚔️,2,Esploratore,Trincheras: WWI,"Guerra de desgaste, gas, Somme",100,
Storia,⚔️ Guerras Mundiales,⚔️,3,Esploratore,El Tratado de Versalles,"Consecuencias, humillación, semillas",100,🥉 Distintivo di Bronzo
Storia,⚔️ Guerras Mundiales,⚔️,4,Apprendista,Ascenso del Nazismo,"Hitler, propaganda, Tercer Reich",200,
Storia,⚔️ Guerras Mundiales,⚔️,5,Apprendista,Batallas Decisivas WWII,"Stalingrado, Midway, Normandía",200,
Storia,⚔️ Guerras Mundiales,⚔️,6,Apprendista,El Holocausto,"Genocidio, campos, memoria",200,🥈 Distintivo d'Argento
Storia,⚔️ Guerras Mundiales,⚔️,7,Intenditore,El Frente del Pacífico,"Pearl Harbor, Iwo Jima, Hiroshima",350,
Storia,⚔️ Guerras Mundiales,⚔️,8,Intenditore,Espionaje y Criptografía,"Enigma, Turing, agentes dobles",350,🥇 Distintivo d'Oro
Storia,⚔️ Guerras Mundiales,⚔️,9,Esperto,Nüremberg y Justicia,"Juicios, derecho internacional",500,
Storia,⚔️ Guerras Mundiales,⚔️,10,Esperto,Lecciones para el Siglo XXI,"Paralelos, prevención, memoria",500,💎 Distintivo di Diamante
Umanistiche,🏗️ Arquitectura Mundial,🏗️,1,Esploratore,Pirámides y Templos,"Egipto, Grecia, Angkor Wat",100,
Umanistiche,🏗️ Arquitectura Mundial,🏗️,2,Esploratore,Roma y sus Monumentos,"Coliseo, acueductos, Panteón",100,
Umanistiche,🏗️ Arquitectura Mundial,🏗️,3,Esploratore,Catedrales Góticas,"Notre-Dame, vitrales, arbotantes",100,🥉 Distintivo di Bronzo
Umanistiche,🏗️ Arquitectura Mundial,🏗️,4,Apprendista,Renacimiento y Barroco,"Brunelleschi, Bernini, Versalles",200,
Umanistiche,🏗️ Arquitectura Mundial,🏗️,5,Apprendista,Rascacielos y Acero,"Chicago, Empire State, ingeniería",200,
Umanistiche,🏗️ Arquitectura Mundial,🏗️,6,Apprendista,Bauhaus y Modernismo,"Le Corbusier, Mies van der Rohe",200,🥈 Distintivo d'Argento
Umanistiche,🏗️ Arquitectura Mundial,🏗️,7,Intenditore,Arquitectura Sostenible,"Edificios verdes, pasivos, biomimética",350,
Umanistiche,🏗️ Arquitectura Mundial,🏗️,8,Intenditore,Megaestructuras,"Burj Khalifa, presas, puentes",350,🥇 Distintivo d'Oro
Umanistiche,🏗️ Arquitectura Mundial,🏗️,9,Esperto,Ciudades del Futuro,"NEOM, ciudades flotantes, smart cities",500,
Umanistiche,🏗️ Arquitectura Mundial,🏗️,10,Esperto,Arquitectura Extraterrestre,"Hábitats en Marte, impresión 3D lunar",500,💎 Distintivo di Diamante
Natura,🤿 Océano y Exploración Submarina,🤿,1,Esploratore,Cartografía del Fondo Marino,"Dorsales, fosas, relieve submarino",100,
Natura,🤿 Océano y Exploración Submarina,🤿,2,Esploratore,Naufragios Legendarios,"Titanic, galeones, tesoros",100,
Natura,🤿 Océano y Exploración Submarina,🤿,3,Esploratore,Submarinos: Historia,"Nautilus, U-boats, nucleares",100,🥉 Distintivo di Bronzo
Natura,🤿 Océano y Exploración Submarina,🤿,4,Apprendista,Fuentes Hidrotermales,"Vida sin sol, quimiosíntesis",200,
Natura,🤿 Océano y Exploración Submarina,🤿,5,Apprendista,Ciudades Hundidas,"Dwarka, Port Royal, misterios",200,
Natura,🤿 Océano y Exploración Submarina,🤿,6,Apprendista,Tecnología de Buceo,"Saturación, ROVs, AUVs",200,🥈 Distintivo d'Argento
Natura,🤿 Océano y Exploración Submarina,🤿,7,Intenditore,Minería Submarina,"Recursos, nódulos, controversia",350,
Natura,🤿 Océano y Exploración Submarina,🤿,8,Intenditore,Acústica Submarina,"Sonar, comunicación cetácea",350,🥇 Distintivo d'Oro
Natura,🤿 Océano y Exploración Submarina,🤿,9,Esperto,Bases Submarinas,"Hábitats sumergidos, Aquarius",500,
Natura,🤿 Océano y Exploración Submarina,🤿,10,Esperto,Colonización Oceánica,Ciudades submarinas del futuro,500,💎 Distintivo di Diamante
Tecnologia,💻 Civilización Digital,💻,1,Esploratore,De ARPANET a Internet,"Nacimiento de la red, WWW",100,
Tecnologia,💻 Civilización Digital,💻,2,Esploratore,Redes Sociales,"Facebook, Twitter, impacto social",100,
Tecnologia,💻 Civilización Digital,💻,3,Esploratore,Smartphones y Apps,"iPhone, ecosistema móvil",100,🥉 Distintivo di Bronzo
Tecnologia,💻 Civilización Digital,💻,4,Apprendista,Big Data,"Datos masivos, análisis, valor",200,
Tecnologia,💻 Civilización Digital,💻,5,Apprendista,Cloud Computing,"La nube, servicios, infraestructura",200,
Tecnologia,💻 Civilización Digital,💻,6,Apprendista,Realidad Virtual y Aumentada,"Metaverso, aplicaciones, inmersión",200,🥈 Distintivo d'Argento
Tecnologia,💻 Civilización Digital,💻,7,Intenditore,Internet de las Cosas,"Dispositivos conectados, smart homes",350,
Tecnologia,💻 Civilización Digital,💻,8,Intenditore,Computación Cuántica,"Qubits, supremacía, aplicaciones",350,🥇 Distintivo d'Oro
Tecnologia,💻 Civilización Digital,💻,9,Esperto,Singularidad Tecnológica,"Exponencialidad, transhumanismo",500,
Tecnologia,💻 Civilización Digital,💻,10,Esperto,Ética Digital,"Privacidad, algoritmos, democracia",500,💎 Distintivo di Diamante
Scienza,🦕 Dinosaurios y Paleontología,🦕,1,Esploratore,Los Primeros Fósiles,"Qué son, cómo se forman",100,
Scienza,🦕 Dinosaurios y Paleontología,🦕,2,Esploratore,Era Mesozoica,"Triásico, Jurásico, Cretácico",100,
Scienza,🦕 Dinosaurios y Paleontología,🦕,3,Esploratore,Los Grandes Dinosaurios,"T-Rex, Diplodocus, Triceratops",100,🥉 Distintivo di Bronzo
Scienza,🦕 Dinosaurios y Paleontología,🦕,4,Apprendista,Depredadores vs Herbívoros,"Estrategias, armas naturales",200,
Scienza,🦕 Dinosaurios y Paleontología,🦕,5,Apprendista,Pterosaurios y Reptiles Marinos,Cielo y mar prehistóricos,200,
Scienza,🦕 Dinosaurios y Paleontología,🦕,6,Apprendista,La Gran Extinción,"Asteroide Chicxulub, invierno nuclear",200,🥈 Distintivo d'Argento
Scienza,🦕 Dinosaurios y Paleontología,🦕,7,Intenditore,Plumas y Evolución Aviar,"Dinosaurios con plumas, aves modernas",350,
Scienza,🦕 Dinosaurios y Paleontología,🦕,8,Intenditore,Paleontología de Campo,"Excavaciones, técnicas, descubrimientos",350,🥇 Distintivo d'Oro
Scienza,🦕 Dinosaurios y Paleontología,🦕,9,Esperto,ADN Antiguo,¿Clonar un dinosaurio? Límites reales,500,
Scienza,🦕 Dinosaurios y Paleontología,🦕,10,Esperto,Mundos Perdidos,"Otros planetas, vida prehistórica remota",500,💎 Distintivo di Diamante
Società,👑 Liderazgo y Estrategia,👑,1,Esploratore,¿Qué Hace a un Líder?,"Cualidades, tipos de liderazgo",100,
Società,👑 Liderazgo y Estrategia,👑,2,Esploratore,Líderes de la Historia,"Alejandro, Napoleón, Mandela",100,
Società,👑 Liderazgo y Estrategia,👑,3,Esploratore,El Arte de la Guerra,"Sun Tzu, estrategia milenaria",100,🥉 Distintivo di Bronzo
Società,👑 Liderazgo y Estrategia,👑,4,Apprendista,Liderazgo Empresarial,"Steve Jobs, Elon Musk, Bezos",200,
Società,👑 Liderazgo y Estrategia,👑,5,Apprendista,Negociación y Persuasión,"Harvard method, influencia",200,
Società,👑 Liderazgo y Estrategia,👑,6,Apprendista,Gestión de Crisis,"Decisiones bajo presión, casos reales",200,🥈 Distintivo d'Argento
Società,👑 Liderazgo y Estrategia,👑,7,Intenditore,Inteligencia Emocional,"Empatía, autocontrol, Goleman",350,
Società,👑 Liderazgo y Estrategia,👑,8,Intenditore,Cultura Organizacional,"Valores, innovación, equipos",350,🥇 Distintivo d'Oro
Società,👑 Liderazgo y Estrategia,👑,9,Esperto,Liderazgo en la Era IA,"Adaptación, humano+máquina",500,
Società,👑 Liderazgo y Estrategia,👑,10,Esperto,Tu Estrategia Personal,Diseñar tu propio camino de liderazgo,500,💎 Distintivo di Diamante
Umanistiche,🏺 Antropología Cultural,🏺,1,Esploratore,¿Qué es la Cultura?,"Definiciones, diversidad humana",100,
Umanistiche,🏺 Antropología Cultural,🏺,2,Esploratore,Tribus y Civilizaciones,De nómadas a imperios,100,
Umanistiche,🏺 Antropología Cultural,🏺,3,Esploratore,Rituales y Tradiciones,"Ceremonias, ritos de paso",100,🥉 Distintivo di Bronzo
Umanistiche,🏺 Antropología Cultural,🏺,4,Apprendista,Lenguas del Mundo,"Familias lingüísticas, extinción",200,
Umanistiche,🏺 Antropología Cultural,🏺,5,Apprendista,Religiones Comparadas,"Cristianismo, Islam, Budismo, Hinduismo",200,
Umanistiche,🏺 Antropología Cultural,🏺,6,Apprendista,Gastronomía y Cultura,"Cocina como identidad, tabúes",200,🥈 Distintivo d'Argento
Umanistiche,🏺 Antropología Cultural,🏺,7,Intenditore,Globalización Cultural,"Homogeneización, resistencia, fusión",350,
Umanistiche,🏺 Antropología Cultural,🏺,8,Intenditore,Pueblos Indígenas,"Conocimiento ancestral, derechos",350,🥇 Distintivo d'Oro
Umanistiche,🏺 Antropología Cultural,🏺,9,Esperto,Antropología Digital,"Culturas online, identidad virtual",500,
Umanistiche,🏺 Antropología Cultural,🏺,10,Esperto,El Futuro de la Humanidad,"Convergencia cultural, diversidad",500,💎 Distintivo di Diamante
Tecnologia,⚡ Energía y Sostenibilidad,⚡,1,Esploratore,Fuentes de Energía,"Fósiles, renovables, nuclear",100,
Tecnologia,⚡ Energía y Sostenibilidad,⚡,2,Esploratore,Electricidad: Cómo Funciona,"Generación, distribución, red eléctrica",100,
Tecnologia,⚡ Energía y Sostenibilidad,⚡,3,Esploratore,El Petróleo y su Historia,"Oro negro, OPEP, geopolítica",100,🥉 Distintivo di Bronzo
Tecnologia,⚡ Energía y Sostenibilidad,⚡,4,Apprendista,Energía Solar,"Paneles, fotovoltaica, proyectos",200,
Tecnologia,⚡ Energía y Sostenibilidad,⚡,5,Apprendista,Energía Eólica e Hídrica,"Turbinas, presas, mareas",200,
Tecnologia,⚡ Energía y Sostenibilidad,⚡,6,Apprendista,Energía Nuclear Moderna,"Fisión, fusión, ITER",200,🥈 Distintivo d'Argento
Tecnologia,⚡ Energía y Sostenibilidad,⚡,7,Intenditore,Baterías y Almacenamiento,"Litio, hidrógeno, supercondensadores",350,
Tecnologia,⚡ Energía y Sostenibilidad,⚡,8,Intenditore,Transición Energética,"Abandono del carbón, políticas",350,🥇 Distintivo d'Oro
Tecnologia,⚡ Energía y Sostenibilidad,⚡,9,Esperto,Fusión Nuclear,El santo grial energético,500,
Tecnologia,⚡ Energía y Sostenibilidad,⚡,10,Esperto,Civilización Tipo I,"Escala Kardashov, futuro energético",500,💎 Distintivo di Diamante
Natura,🔮 Misterios y Fenómenos,🔮,1,Esploratore,Triángulo de las Bermudas,"Desapariciones, explicaciones",100,
Natura,🔮 Misterios y Fenómenos,🔮,2,Esploratore,Enigmas Arqueológicos,"Stonehenge, Nazca, Moáis",100,
Natura,🔮 Misterios y Fenómenos,🔮,3,Esploratore,Criaturas Misteriosas,"Nessie, Bigfoot, criptozoología",100,🥉 Distintivo di Bronzo
Natura,🔮 Misterios y Fenómenos,🔮,4,Apprendista,Fenómenos Atmosféricos,"Rayos en bola, auroras, sprites",200,
Natura,🔮 Misterios y Fenómenos,🔮,5,Apprendista,Civilizaciones Perdidas,"Atlántida, Lemuria, evidencias",200,
Natura,🔮 Misterios y Fenómenos,🔮,6,Apprendista,Fenómenos Paranormales,"Estudio científico, explicaciones",200,🥈 Distintivo d'Argento
Natura,🔮 Misterios y Fenómenos,🔮,7,Intenditore,Misterios del Espacio,"Señal WOW, Oumuamua, FRBs",350,
Natura,🔮 Misterios y Fenómenos,🔮,8,Intenditore,Código Voynich y Cifrados,Manuscritos sin descifrar,350,🥇 Distintivo d'Oro
Natura,🔮 Misterios y Fenómenos,🔮,9,Esperto,Paradoja de Fermi,¿Dónde están todos? Soluciones,500,
Natura,🔮 Misterios y Fenómenos,🔮,10,Esperto,Ciencia vs Misterio,"Pensamiento crítico, método científico",500,💎 Distintivo di Diamante
Salute,🧬 Microbiología y Virus,🧬,1,Esploratore,El Mundo Invisible,"Microbios, bacterias, virus y hongos; qué son y dónde viven",100,
Salute,🧬 Microbiología y Virus,🧬,2,Esploratore,El Microscopio y los Descubrimientos,De Leeuwenhoek a la microbiología moderna,100,
Salute,🧬 Microbiología y Virus,🧬,3,Esploratore,Bacterias: Aliadas y Enemigas,"Flora intestinal, infecciones, antibióticos",100,🥉 Distintivo di Bronzo
Salute,🧬 Microbiología y Virus,🧬,4,Apprendista,Virus: Cómo Infectan,"Estructura viral, ciclo lítico y lisogénico",200,
Salute,🧬 Microbiología y Virus,🧬,5,Apprendista,El Sistema Inmune contra Microbios,"Barreras, células de defensa, anticuerpos",200,
Salute,🧬 Microbiología y Virus,🧬,6,Apprendista,Vacunas: Historia y Funcionamiento,De la viruela al ARN mensajero,200,🥈 Distintivo d'Argento
Salute,🧬 Microbiología y Virus,🧬,7,Intenditore,Resistencia a Antibióticos,"Superbugs, uso abusivo, crisis sanitaria",350,
Salute,🧬 Microbiología y Virus,🧬,8,Intenditore,Pandemias Microbianas,"Peste, gripe española, COVID-19, patrones",350,🥇 Distintivo d'Oro
Salute,🧬 Microbiología y Virus,🧬,9,Esperto,Biotecnología Microbiana,"Uso de microbios en industria, medicina y medioambiente",500,
Salute,🧬 Microbiología y Virus,🧬,10,Esperto,Futuro de la Lucha contra Infecciones,"Nuevos antibióticos, fagoterapia, edición genética de virus",500,💎 Distintivo di Diamante
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,1,Esploratore,¿Qué es la Astrobiología?,"Definición, interdisciplinariedad, grandes preguntas",100,
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,2,Esploratore,Ingredientes de la Vida,"Agua líquida, química del carbono, energía",100,
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,3,Esploratore,Vida Extremófila en la Tierra,Organismos en condiciones extremas como modelo,100,🥉 Distintivo di Bronzo
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,4,Apprendista,Marte: El Vecino Sospechoso,"Historia del agua, misiones, signos de vida pasada",200,
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,5,Apprendista,Lunas Habitables,"Europa, Encélado, Titán y sus océanos",200,
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,6,Apprendista,Exoplanetas: Mundos Lejanos,Métodos de detección y zona habitable,200,🥈 Distintivo d'Argento
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,7,Intenditore,Biofirmas y Tecnofirmas,Señales químicas y tecnológicas de vida avanzada,350,
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,8,Intenditore,Programas de Búsqueda (SETI y otros),"Radiotelescopios, mensajes, proyectos globales",350,🥇 Distintivo d'Oro
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,9,Esperto,Paradoja de Fermi y Soluciones,"¿Dónde están todos?, filtros grandes",500,
Scienza,🪐 Astrobiología y Búsqueda de Vida,🪐,10,Esperto,El Futuro de la Vida en el Cosmos,"Terraformación, panspermia, humanidad multiplanetaria",500,💎 Distintivo di Diamante
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,1,Esploratore,El Sol: Nuestra Estrella,"Estructura solar, manchas, actividad",100,
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,2,Esploratore,Viento Solar,"Partículas cargadas, campo magnético",100,
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,3,Esploratore,Auroras Boreales y Australes,"Cómo se forman, dónde se ven",100,🥉 Distintivo di Bronzo
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,4,Apprendista,Tormentas Solares Históricas,Evento Carrington y otros casos,200,
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,5,Apprendista,Campo Magnético Terrestre,"Escudo natural, cinturones de Van Allen",200,
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,6,Apprendista,Clima Espacial y Satélites,Efectos sobre GPS y comunicaciones,200,🥈 Distintivo d'Argento
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,7,Intenditore,Redes Eléctricas y Riesgo Global,Impacto en infraestructura,350,
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,8,Intenditore,Monitorización y Predicción,"Sondas, observatorios solares, modelos",350,🥇 Distintivo d'Oro
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,9,Esperto,Escenarios de Evento Extremo,Impacto económico y social,500,
Scienza,☀️ Clima Espacial y Tormentas Solares,☀️,10,Esperto,Preparándonos para el Próximo Carrington,Mitigación y resiliencia,500,💎 Distintivo di Diamante
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,1,Esploratore,¿Qué es el Biohacking?,"Definiciones, tipos (DIYbio, cuantificado, nutracéuticos)",100,
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,2,Esploratore,Autoexperimentos Históricos,Científicos que se probaron a sí mismos,100,
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,3,Esploratore,Cuantificar el Cuerpo,"Wearables, tracking de sueño y actividad",100,🥉 Distintivo di Bronzo
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,4,Apprendista,Suplementos y Nutrición Avanzada,"Nootrópicos, dietas, controversias",200,
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,5,Apprendista,"Hábitos, Ritmos Circadianos y Rendimiento","Luces, horarios, cronobiología",200,
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,6,Apprendista,"Gimnasios, Fuerza y Longevidad",Entrenamiento como hackeo biológico,200,🥈 Distintivo d'Argento
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,7,Intenditore,Implantes y Dispositivos en el Cuerpo,"Chips, marcapasos, sensores",350,
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,8,Intenditore,Edición Genética Personal,"CRISPR, posibilidades y límites",350,🥇 Distintivo d'Oro
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,9,Esperto,Ética y Legalidad del Biohacking,"Normativas, riesgos, desigualdad",500,
Salute,🦾 Biohacking y Cuerpo Mejorado,🦾,10,Esperto,El Futuro del Humano Mejorado,"Transhumanismo, integración IA-cuerpo",500,💎 Distintivo di Diamante
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,1,Esploratore,Cómo se Propagan las Enfermedades,"Contagio, vectores, cadenas de transmisión",100,
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,2,Esploratore,"Brotes, Epidemias y Pandemias",Diferencias y ejemplos,100,
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,3,Esploratore,Casos y Datos: Lo que Significan,"Incidencia, prevalencia, R0",100,🥉 Distintivo di Bronzo
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,4,Apprendista,Grandes Epidemias Históricas,"Peste negra, cólera, gripe española",200,
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,5,Apprendista,"VIH, Tuberculosis y Otros Retos",Enfermedades crónicas infecciosas,200,
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,6,Apprendista,COVID-19: Anatomía de una Pandemia,"Secuenciación, vacunas, confinamientos",200,🥈 Distintivo d'Argento
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,7,Intenditore,Modelos Epidemiológicos,"Curvas, medidas no farmacológicas",350,
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,8,Intenditore,Vacunación Masiva y Rebaño,"Inmunidad de grupo, campañas",350,🥇 Distintivo d'Oro
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,9,Esperto,Enfermedades Emergentes y Zoonosis,"Cambio climático, nuevos patógenos",500,
Salute,😷 Epidemiología y Enfermedades Infecciosas,😷,10,Esperto,Preparación Global ante la Próxima Pandemia,"Vigilancia, cooperación internacional",500,💎 Distintivo di Diamante
Tecnologia,💾 Historia de la Computación,💾,1,Esploratore,De Ábacos a Máquinas de Cálculo,Herramientas de cálculo antiguas,100,
Tecnologia,💾 Historia de la Computación,💾,2,Esploratore,Visionarios Pioneros,"Babbage, Ada Lovelace, Turing",100,
Tecnologia,💾 Historia de la Computación,💾,3,Esploratore,Ordenadores de Tubos y Tarjetas,"ENIAC, mainframes",100,🥉 Distintivo di Bronzo
Tecnologia,💾 Historia de la Computación,💾,4,Apprendista,La Revolución del Microprocesador,"Intel, PCs, Apple",200,
Tecnologia,💾 Historia de la Computación,💾,5,Apprendista,Internet y la Web,"ARPANET, HTTP, navegadores",200,
Tecnologia,💾 Historia de la Computación,💾,6,Apprendista,"Portátiles, Smartphones y la Era Móvil","iPhone, Android",200,🥈 Distintivo d'Argento
Tecnologia,💾 Historia de la Computación,💾,7,Intenditore,Software Libre y Open Source,"Linux, proyectos colaborativos",350,
Tecnologia,💾 Historia de la Computación,💾,8,Intenditore,"Nubes, Contenedores y DevOps",Cómo se despliega hoy el software,350,🥇 Distintivo d'Oro
Tecnologia,💾 Historia de la Computación,💾,9,Esperto,Computación Cuántica y Más Allá,"Qubits, algoritmos",500,
Tecnologia,💾 Historia de la Computación,💾,10,Esperto,Futuro de la Computación,"Neuromórfica, IA integrada",500,💎 Distintivo di Diamante
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,1,Esploratore,Los Primeros Videojuegos,"Pong, arcades, Atari",100,
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,2,Esploratore,Consolas y Guerra de Generaciones,"Nintendo, Sega, Sony, Microsoft",100,
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,3,Esploratore,PC Gaming y Online,"DOOM, MMOs, primeros esports",100,🥉 Distintivo di Bronzo
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,4,Apprendista,Diseño de Juegos,"Mecánicas, loops, narrativa",200,
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,5,Apprendista,Esports y Competición Profesional,"Ligas, premios, entrenamientos",200,
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,6,Apprendista,Psicología del Juego y Gamificación,"Motivación, recompensas",200,🥈 Distintivo d'Argento
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,7,Intenditore,Industria y Modelos de Negocio,"AAA, indie, free-to-play",350,
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,8,Intenditore,Controversias del Gaming,"Adicción, violencia, loot boxes",350,🥇 Distintivo d'Oro
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,9,Esperto,Juegos como Arte y Educación,"Juegos serios, experiencias inmersivas",500,
Tecnologia,🎮 Videojuegos e Industria del Gaming,🎮,10,Esperto,Futuro del Gaming,"VR/AR, cloud gaming",500,💎 Distintivo di Diamante
Tecnologia,₿ Criptoeconomía y DeFi,₿,1,Esploratore,Origen de Bitcoin,"Satoshi, problema del doble gasto",100,
Tecnologia,₿ Criptoeconomía y DeFi,₿,2,Esploratore,¿Qué es Blockchain?,"Bloques, cadenas, consenso",100,
Tecnologia,₿ Criptoeconomía y DeFi,₿,3,Esploratore,Criptomonedas Principales,"BTC, ETH y otras",100,🥉 Distintivo di Bronzo
Tecnologia,₿ Criptoeconomía y DeFi,₿,4,Apprendista,Smart Contracts,Programas que mueven dinero,200,
Tecnologia,₿ Criptoeconomía y DeFi,₿,5,Apprendista,Exchanges y Wallets,Cómo se compra y guarda cripto,200,
Tecnologia,₿ Criptoeconomía y DeFi,₿,6,Apprendista,Finanzas Descentralizadas (DeFi),"Préstamos, DEX, yield farming",200,🥈 Distintivo d'Argento
Tecnologia,₿ Criptoeconomía y DeFi,₿,7,Intenditore,"Estafas, Riesgos y Burbujas","Rug pulls, hacks, volatilidad",350,
Tecnologia,₿ Criptoeconomía y DeFi,₿,8,Intenditore,Regulación y Narrativas,"Gobiernos, adopción",350,🥇 Distintivo d'Oro
Tecnologia,₿ Criptoeconomía y DeFi,₿,9,Esperto,Cripto más allá del Dinero,"DAOs, identidad, NFTs útiles",500,
Tecnologia,₿ Criptoeconomía y DeFi,₿,10,Esperto,Escenarios Futuros de la Criptoeconomía,Infraestructura o nicho,500,💎 Distintivo di Diamante
Tecnologia,📊 Ciencia de Datos y Big Data,📊,1,Esploratore,Dato: El Nuevo Petróleo,Qué es un dato y por qué vale,100,
Tecnologia,📊 Ciencia de Datos y Big Data,📊,2,Esploratore,Cómo se Recogen Datos,"Sensores, formularios, tracking",100,
Tecnologia,📊 Ciencia de Datos y Big Data,📊,3,Esploratore,Bases de Datos y Almacenes,"SQL, NoSQL, data lakes",100,🥉 Distintivo di Bronzo
Tecnologia,📊 Ciencia de Datos y Big Data,📊,4,Apprendista,Analítica Descriptiva,"Dashboards, KPIs",200,
Tecnologia,📊 Ciencia de Datos y Big Data,📊,5,Apprendista,Analítica Predictiva,Modelos y pronósticos,200,
Tecnologia,📊 Ciencia de Datos y Big Data,📊,6,Apprendista,Analítica Prescriptiva,Recomendaciones automatizadas,200,🥈 Distintivo d'Argento
Tecnologia,📊 Ciencia de Datos y Big Data,📊,7,Intenditore,Big Data en la Vida Real,"Retail, salud, transporte",350,
Tecnologia,📊 Ciencia de Datos y Big Data,📊,8,Intenditore,"Privacidad, Sesgos y Ética",Dilemas y casos,350,🥇 Distintivo d'Oro
Tecnologia,📊 Ciencia de Datos y Big Data,📊,9,Esperto,Arquitecturas Modernas de Datos,"Batch, streaming, lakehouse",500,
Tecnologia,📊 Ciencia de Datos y Big Data,📊,10,Esperto,Hacia un Mundo Hiperpersonalizado,Riesgos y regulación,500,💎 Distintivo di Diamante
Tecnologia,📡 Tecnologías de Comunicación,📡,1,Esploratore,Telégrafo y Teléfono,Primer salto de la voz a distancia,100,
Tecnologia,📡 Tecnologías de Comunicación,📡,2,Esploratore,Radio y Televisión,Llegada de los mass media,100,
Tecnologia,📡 Tecnologías de Comunicación,📡,3,Esploratore,Satélites y Comunicaciones Globales,"Órbitas, enlaces",100,🥉 Distintivo di Bronzo
Tecnologia,📡 Tecnologías de Comunicación,📡,4,Apprendista,Internet y Protocolos Básicos,"TCP/IP, routers",200,
Tecnologia,📡 Tecnologías de Comunicación,📡,5,Apprendista,Wi-Fi y Redes Domésticas,Cómo se conectan tus dispositivos,200,
Tecnologia,📡 Tecnologías de Comunicación,📡,6,Apprendista,Redes Móviles: 1G a 4G,De voz analógica a datos,200,🥈 Distintivo d'Argento
Tecnologia,📡 Tecnologías de Comunicación,📡,7,Intenditore,5G y Futuras Generaciones,"Latencia baja, IoT",350,
Tecnologia,📡 Tecnologías de Comunicación,📡,8,Intenditore,Seguridad y Vigilancia en Redes,"Interceptación, cifrado",350,🥇 Distintivo d'Oro
Tecnologia,📡 Tecnologías de Comunicación,📡,9,Esperto,Infraestructura Crítica y Resiliencia,Qué pasa si cae la red,500,
